family,record,run_id,path,syntax_hash
F01,R0313,7e8114fb2c3730b5ef39a3b1,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-devstral-native-recommended-v2/7e8114fb2c3730b5ef39a3b1/working-copy/app/service.py,a42347501cb11c021c0aa9c78c7699844abc6dee3ea3c53c2fbaae7ca8124d0f
F01,R0314,dd3eed33e2b17a403986a96a,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-devstral-native-recommended-v2/dd3eed33e2b17a403986a96a/working-copy/app/service.py,ac272c671360e0974ca29e131387cda82c8b28c2d4c8042c202fe8677007b6a4
F01,R0315,addbb2f7de8e19eb1c032acc,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-devstral-native-recommended-v2/addbb2f7de8e19eb1c032acc/working-copy/app/service.py,de3959d5c40e85b77aa4b5945574d9f07588c6948e6d51ab7d069066eb8d1db7
F01,R0316,442bea59b7b7357af1b3908f,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-devstral-native-recommended-v2/442bea59b7b7357af1b3908f/working-copy/app/service.py,92374d57d50ae222263f531cc7ca5f699823662e07ef552337f3aa468c18bbed
F01,R0317,d73ba422fbbbb9656619419f,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-devstral-native-recommended-v2/d73ba422fbbbb9656619419f/working-copy/app/service.py,b9a28a0162f50fbbcdf56aeb8cbc6a842ba269e868c3eaefc17dff70cc8e6a2e
F01,R0318,21993d7ab928a905296cd22c,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-devstral-native-recommended-v2/21993d7ab928a905296cd22c/working-copy/app/service.py,e464f1cab1996200503b731a7ff2bc8044851c72f5f7de5068b527180b8e9f2f
F01,R0319,33fdd180369a00fad0a69ee7,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-devstral-native-recommended-v2/33fdd180369a00fad0a69ee7/working-copy/app/service.py,b9a28a0162f50fbbcdf56aeb8cbc6a842ba269e868c3eaefc17dff70cc8e6a2e
F01,R0320,42bcacfb778b9ef60a12a46a,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-devstral-native-recommended-v2/42bcacfb778b9ef60a12a46a/working-copy/app/service.py,72c3d62611c7262e436077142ee0077d2dbccccda5779a6389db5b5aefc76caa
F01,R0417,81ae997f85820e5ea0fce4cc,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-native-recommended-v1/81ae997f85820e5ea0fce4cc/working-copy/app/service.py,82c6955a55dd7038648452e7cc992536593347e13382e583561b5fc5ae5c9659
F01,R0418,779115323059064bf9fd928a,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-native-recommended-v1/779115323059064bf9fd928a/working-copy/app/service.py,032456d4da701f25c43f4a484b9d9fd75964342d2b30ab3df3937fb1a22f3655
F01,R0420,2290bc6e34ce00daf09b031c,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-native-recommended-v1/2290bc6e34ce00daf09b031c/working-copy/app/service.py,d7e48eaf859a7892263972c5168b6b157ac4996518fa8c98ac0e85351144ac82
F01,R0422,8c81ad64d4c883c19535e694,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-native-recommended-v1/8c81ad64d4c883c19535e694/working-copy/app/service.py,d8ac974cf5ce976dbf4c3cfc8a1975d87f49dc074d15f8192d082e45f18efda1
F01,R0526,5d04565c0801eef687f86a26,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/5d04565c0801eef687f86a26/working-copy/app/service.py,70ffc3494ec6ffdc2ddb89894f0e7bb8f03d63def6730ff37d3f0930a21a9e16
F01,R0527,ec63137bfe9156daa65a26b7,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/ec63137bfe9156daa65a26b7/working-copy/app/service.py,1d496e712206c35e349c1cfb49785abb957ceb71e7772feafde69687edd328e6
F01,R0528,9bf1ac2071f815168310cca9,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/9bf1ac2071f815168310cca9/working-copy/app/service.py,44793e1f51aa619dc0686ea9da226e59b7adaa6f448304020808a20d4a90e34e
F02,R0325,91439f9d0a17bb5ae5b2f765,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-devstral-native-recommended-v2/91439f9d0a17bb5ae5b2f765/working-copy/app/service.py,1f2a0db643c2f0bfb3a6b52b159561e79220c8750c6a7f2c8ad3131050fb90ea
F02,R0326,401f4b588b2b2df37ffe0143,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-devstral-native-recommended-v2/401f4b588b2b2df37ffe0143/working-copy/app/service.py,1f2a0db643c2f0bfb3a6b52b159561e79220c8750c6a7f2c8ad3131050fb90ea
F02,R0529,ce2721e702acf01f7db7ddf2,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/ce2721e702acf01f7db7ddf2/working-copy/app/service.py,ca7e0e373e33685b274fa05e0ae69b0c9ee187bc17253d33b73f4190be36fb55
F02,R0530,a446b5388afc8b523c007a48,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/a446b5388afc8b523c007a48/working-copy/app/service.py,ca7e0e373e33685b274fa05e0ae69b0c9ee187bc17253d33b73f4190be36fb55
F02,R0531,6699c13e003bddf1a015b743,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/6699c13e003bddf1a015b743/working-copy/app/service.py,1f2a0db643c2f0bfb3a6b52b159561e79220c8750c6a7f2c8ad3131050fb90ea
F02,R0536,d7859f9cda50e72c0c15fd26,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/d7859f9cda50e72c0c15fd26/working-copy/app/service.py,1f2a0db643c2f0bfb3a6b52b159561e79220c8750c6a7f2c8ad3131050fb90ea
F04,R0017,367a83c193f546bdb0a91c26,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-v3/runs/367a83c193f546bdb0a91c26/attempts/attempt-001/workspace/app/service.py,54b3b8fe30f34fc0435112994d0766ffd9c41546d48406866c62f276602ee1f2
F04,R0018,572f52f2a1b6c8381f3553a6,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-v3/runs/572f52f2a1b6c8381f3553a6/attempts/attempt-001/workspace/app/service.py,e1bea2afc18c48e193f4432cfdb6c026f5fa103daa831fec84467b4e92a5729a
F04,R0019,0ad4cd114e31329348ff9f4b,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-v3/runs/0ad4cd114e31329348ff9f4b/attempts/attempt-001/workspace/app/service.py,5f6def0d08fbc13e18eb03e2c0e95e876bb5e242542f89d260d229ebb5a87ddb
F04,R0022,92553a8b954eba93c23d53f6,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-v3/runs/92553a8b954eba93c23d53f6/attempts/attempt-001/workspace/app/service.py,77740f87af93fe2d81505c7564ae519927deadc0127662671c6a58592b5aad35
F04,R0121,3d5303ef85b1febeb762ac7b,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-v3/runs/3d5303ef85b1febeb762ac7b/attempts/attempt-001/workspace/app/service.py,cdc1fa00776fa69bea72f1ad5c09adc25d967897cc1a8758d28ec024f60d992f
F04,R0122,a56e7aa12e6f8153924d009e,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-v3/runs/a56e7aa12e6f8153924d009e/attempts/attempt-001/workspace/app/service.py,3759fdb45b50a2f2a6dd567e48654e705a0f543ea8c05b95acf5aeef2460e373
F04,R0225,413a6cc24cf778e77d2701ca,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-terra-medium-v1/runs/413a6cc24cf778e77d2701ca/attempts/attempt-001/workspace/app/service.py,82e3f64f767e2e0ff1398ec408594a2da1360638d29f0d5db13decab4c99fe53
F04,R0226,e83675dc9497de269d3e660d,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-terra-medium-v1/runs/e83675dc9497de269d3e660d/attempts/attempt-001/workspace/app/service.py,164b674df4b8dcc141a1be0a56981e6a2edea7e2cfe6834c56309fda8b5ce60d
F04,R0230,008f28add6cd45197b6ca349,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-terra-medium-v1/runs/008f28add6cd45197b6ca349/attempts/attempt-001/workspace/app/service.py,20693e2c5c463422acf79c94b4a0a2032716ad45ecb4caa5111a1596e05e3b38
F08,R0025,91f5cee460f362f2f2c9b0ab,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-v3/runs/91f5cee460f362f2f2c9b0ab/attempts/attempt-001/workspace/app/service.py,2337ff8f3f35a0b90eff32695ab850d0c023a2102b95d805ac09836f29ee9908
F08,R0026,b872912a9ffc070c91094b0a,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-v3/runs/b872912a9ffc070c91094b0a/attempts/attempt-001/workspace/app/service.py,b5554e3b2ce69bd54e05009cd1156f437fb407a18e83b0b16db652068a99e44b
F08,R0027,cb73939607414dd5286f1b9c,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-v3/runs/cb73939607414dd5286f1b9c/attempts/attempt-001/workspace/app/service.py,36b84a1dab45bb25eed365f829857abbc4083bc2abfae9b8d1ef310e9eebb224
F08,R0028,d494a6c81385527934dfc202,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-v3/runs/d494a6c81385527934dfc202/attempts/attempt-001/workspace/app/service.py,2337ff8f3f35a0b90eff32695ab850d0c023a2102b95d805ac09836f29ee9908
F08,R0130,3076a16971bd5dce8c4b7c39,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-v3/runs/3076a16971bd5dce8c4b7c39/attempts/attempt-001/workspace/app/service.py,db04f042c883bb5d3f6903f9e556ab40fb75169b6f2d2a813885ccaa1c98c3b6
F08,R0233,92e8ca4946dbff61399fb5cc,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-terra-medium-v1/runs/92e8ca4946dbff61399fb5cc/attempts/attempt-001/workspace/app/service.py,36b84a1dab45bb25eed365f829857abbc4083bc2abfae9b8d1ef310e9eebb224
F08,R0234,ce2923bfe311b4a69659fe16,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-terra-medium-v1/runs/ce2923bfe311b4a69659fe16/attempts/attempt-001/workspace/app/service.py,2337ff8f3f35a0b90eff32695ab850d0c023a2102b95d805ac09836f29ee9908
F08,R0235,658cc6b17edbb4d54bef4a26,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-terra-medium-v1/runs/658cc6b17edbb4d54bef4a26/attempts/attempt-001/workspace/app/service.py,513651d0356f53957300b55965bd030a5e1d7f4e1e3f7e3e9ac2dd8fc3cd0ac1
F17,R0033,54cefa0b0e0d8d3d40d9e49c,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-v3/runs/54cefa0b0e0d8d3d40d9e49c/attempts/attempt-001/workspace/app/service.py,e7dbd31ec93a3f7e8c6ac16c7ba3d2e0d418966877233b659fba8b0d4b23caa2
F17,R0034,b1491c8e1a1548024498d350,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-v3/runs/b1491c8e1a1548024498d350/attempts/attempt-001/workspace/app/service.py,804e33631c8a97652049ec580e6949569a0f0640710997ebc78506afe1733182
F17,R0035,3c3177a2417522382cbe4a2a,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-v3/runs/3c3177a2417522382cbe4a2a/attempts/attempt-001/workspace/app/service.py,804e33631c8a97652049ec580e6949569a0f0640710997ebc78506afe1733182
F17,R0036,90a4e08ac3793d52c8a48430,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-v3/runs/90a4e08ac3793d52c8a48430/attempts/attempt-001/workspace/app/service.py,993072808f04a344f827d4c9bdbaea2e4f4a3bf35ddadc76c494d676ffc331c7
F17,R0037,ef9fced57cc95aa22e698299,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-v3/runs/ef9fced57cc95aa22e698299/attempts/attempt-001/workspace/app/service.py,804e33631c8a97652049ec580e6949569a0f0640710997ebc78506afe1733182
F17,R0038,b25530d90387b0ff6c82c489,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-v3/runs/b25530d90387b0ff6c82c489/attempts/attempt-001/workspace/app/service.py,804e33631c8a97652049ec580e6949569a0f0640710997ebc78506afe1733182
F17,R0039,c1b743c5d03ec2de78df8213,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-v3/runs/c1b743c5d03ec2de78df8213/attempts/attempt-001/workspace/app/service.py,804e33631c8a97652049ec580e6949569a0f0640710997ebc78506afe1733182
F17,R0040,3c425079f10f32ccc23effe3,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-v3/runs/3c425079f10f32ccc23effe3/attempts/attempt-001/workspace/app/service.py,e7dbd31ec93a3f7e8c6ac16c7ba3d2e0d418966877233b659fba8b0d4b23caa2
F17,R0138,536889f24e1a08ca295c9529,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-v3/runs/536889f24e1a08ca295c9529/attempts/attempt-001/workspace/app/service.py,804e33631c8a97652049ec580e6949569a0f0640710997ebc78506afe1733182
F17,R0139,ed5ea84d2d032a36c90fd1d5,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-v3/runs/ed5ea84d2d032a36c90fd1d5/attempts/attempt-001/workspace/app/service.py,804e33631c8a97652049ec580e6949569a0f0640710997ebc78506afe1733182
F17,R0140,4ead78b61cb1daaa1b1c3be3,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-v3/runs/4ead78b61cb1daaa1b1c3be3/attempts/attempt-001/workspace/app/service.py,804e33631c8a97652049ec580e6949569a0f0640710997ebc78506afe1733182
F17,R0141,1436d480f7353b811f2241f6,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-v3/runs/1436d480f7353b811f2241f6/attempts/attempt-001/workspace/app/service.py,804e33631c8a97652049ec580e6949569a0f0640710997ebc78506afe1733182
F17,R0142,be4596f24720641740331e15,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-v3/runs/be4596f24720641740331e15/attempts/attempt-001/workspace/app/service.py,804e33631c8a97652049ec580e6949569a0f0640710997ebc78506afe1733182
F17,R0144,3bcbc038a21a188910928a3a,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-v3/runs/3bcbc038a21a188910928a3a/attempts/attempt-001/workspace/app/service.py,804e33631c8a97652049ec580e6949569a0f0640710997ebc78506afe1733182
F17,R0241,654223961b093cd2e19418db,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-terra-medium-v1/runs/654223961b093cd2e19418db/attempts/attempt-001/workspace/app/service.py,804e33631c8a97652049ec580e6949569a0f0640710997ebc78506afe1733182
F17,R0242,ea360f810ce3a4d1355af6de,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-terra-medium-v1/runs/ea360f810ce3a4d1355af6de/attempts/attempt-001/workspace/app/service.py,e7dbd31ec93a3f7e8c6ac16c7ba3d2e0d418966877233b659fba8b0d4b23caa2
F17,R0243,37dd660dbee5aafc77478991,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-terra-medium-v1/runs/37dd660dbee5aafc77478991/attempts/attempt-001/workspace/app/service.py,804e33631c8a97652049ec580e6949569a0f0640710997ebc78506afe1733182
F17,R0244,16c6692dfea46b26c4f08a26,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-terra-medium-v1/runs/16c6692dfea46b26c4f08a26/attempts/attempt-001/workspace/app/service.py,804e33631c8a97652049ec580e6949569a0f0640710997ebc78506afe1733182
F17,R0245,9ddf7291c7c03ee9ffc909ee,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-terra-medium-v1/runs/9ddf7291c7c03ee9ffc909ee/attempts/attempt-001/workspace/app/service.py,a5d75a912be8646cb69f9cb0e4e20ad5b901d4a13177784876396fe187de3fc9
F17,R0246,783c8f6dfac0ab0634e1d0f3,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-terra-medium-v1/runs/783c8f6dfac0ab0634e1d0f3/attempts/attempt-001/workspace/app/service.py,a5d75a912be8646cb69f9cb0e4e20ad5b901d4a13177784876396fe187de3fc9
F17,R0247,18307164654f717e628f8801,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-terra-medium-v1/runs/18307164654f717e628f8801/attempts/attempt-001/workspace/app/service.py,804e33631c8a97652049ec580e6949569a0f0640710997ebc78506afe1733182
F17,R0248,813c1a6bdeb8691f7a2e09a9,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-terra-medium-v1/runs/813c1a6bdeb8691f7a2e09a9/attempts/attempt-001/workspace/app/service.py,804e33631c8a97652049ec580e6949569a0f0640710997ebc78506afe1733182
F17,R0345,60a5935e49ee26496694a16c,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-devstral-native-recommended-v2/60a5935e49ee26496694a16c/working-copy/app/service.py,8aea8a0ae102ac3f13c5f3b16bdfc1d3f29dcf9f29d65ca1e21af076e2d8f395
F17,R0346,57144ab08a8f7bc53a5c785f,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-devstral-native-recommended-v2/57144ab08a8f7bc53a5c785f/working-copy/app/service.py,993072808f04a344f827d4c9bdbaea2e4f4a3bf35ddadc76c494d676ffc331c7
F17,R0347,dc0351a09a8b91d51d52de73,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-devstral-native-recommended-v2/dc0351a09a8b91d51d52de73/working-copy/app/service.py,8aea8a0ae102ac3f13c5f3b16bdfc1d3f29dcf9f29d65ca1e21af076e2d8f395
F17,R0348,cb8e65d6cf6917e96f976912,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-devstral-native-recommended-v2/cb8e65d6cf6917e96f976912/working-copy/app/service.py,8aea8a0ae102ac3f13c5f3b16bdfc1d3f29dcf9f29d65ca1e21af076e2d8f395
F17,R0352,7195fba55a161c1d1a86cd5c,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-devstral-native-recommended-v2/7195fba55a161c1d1a86cd5c/working-copy/app/service.py,c17009eb5cfaba63d31a30eb9b93c8108a042f446130b9678ee9522215948923
F17,R0450,d32e0173e89af99c160ff17a,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-native-recommended-v1/d32e0173e89af99c160ff17a/working-copy/app/service.py,4c999da657b05ebd5791a43d048c35626de04432200f1e181a5d6c0b9f3519da
F20,R0255,15c0c01ed7a34d7ae8e9433a,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-terra-medium-v1/runs/15c0c01ed7a34d7ae8e9433a/attempts/attempt-001/workspace/app/service.py,945ff2f769227515e2789c099a2161ed69154d451283940912031b56b99f777b
X02,R0049,20967a7942fedf4f0dfb683e,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-v3/runs/20967a7942fedf4f0dfb683e/attempts/attempt-001/workspace/app/service.csirpy,4d442bace122d273526475f4344f3326e78c1e2f21eb414a63a9fc662790770f
X02,R0050,56c5479e52f4d92ae5fd577f,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-v3/runs/56c5479e52f4d92ae5fd577f/attempts/attempt-001/workspace/app/service.csirpy,52038cfde8556af04a646cc95e9f3e634a57e2373a423a51f25d680c8391f331
X02,R0056,33fcd5ded3b741f85a93afce,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-v3/runs/33fcd5ded3b741f85a93afce/attempts/attempt-001/workspace/app/service.csirpy,16ddfb04e9f4a0da5f58dabaab4757b4d7cfb38377e325222fbcea5a8b0e2c47
X02,R0155,d6bd51a9fc7f2556ee4b3448,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-v3/runs/d6bd51a9fc7f2556ee4b3448/attempts/attempt-001/workspace/app/service.csirpy,4bd17a74a1812edfcf5769c44dc9b74eb8b11d967380b4e247bae7ac34b880d2
X02,R0260,2da3f792449f456b380f1930,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-terra-medium-v1/runs/2da3f792449f456b380f1930/attempts/attempt-001/workspace/app/service.csirpy,87263f81ab14a86d0c14a7fcfe9dc6cff40c85e006f2e6d9134acdac03fba6ad
X02,R0261,2536963dec45eedcb30b4bee,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-terra-medium-v1/runs/2536963dec45eedcb30b4bee/attempts/attempt-001/workspace/app/service.csirpy,5cf25f46fe128101f4c52a976685b213c1b4cc132087e64d03166b4e0dec3762
X02,R0262,a2ae9bef402c19c67abdc858,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-terra-medium-v1/runs/a2ae9bef402c19c67abdc858/attempts/attempt-001/workspace/app/service.csirpy,73ca7b049a3592945551e4a82ef9d7fcea547f78be4fff90e662efea9b728b1b
X02,R0263,214707333d12ef01e7587d99,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-terra-medium-v1/runs/214707333d12ef01e7587d99/attempts/attempt-001/workspace/app/service.csirpy,cb4c4ed24f387012758b594ca9252d7118b210d9380f8b4cef56f9c3f2274a90
X02,R0264,91eddb7566459c421f5fcef0,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-terra-medium-v1/runs/91eddb7566459c421f5fcef0/attempts/attempt-001/workspace/app/service.csirpy,391d000ae399b398ee53fb7dbdf7d5f01cff7bc38c3513150e7223021a3bbe01
X05,R0057,e764792fc60c81be1cfb7f82,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-codex-v3/runs/e764792fc60c81be1cfb7f82/attempts/attempt-001/workspace/app/service.py,6dcb07d2629778fae139274007a76869699422130f344105ad25486aafe9c162
